,business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url,supplier_name_copy,rating,contact_name,contact_dept,Address:,Zip:,Country/Region:,Province/State:,City:
5350,"Jinhua Wuze Hardware Manufacture Co., Ltd.",https://qdaceplus.en.alibaba.com/contactinfo.html,Supplier,5,"Resistance Band, Resistance Tube Band, Massage Ball, Yoga Mat, Foam Roller",https://qdaceplus.en.alibaba.com/company_profile.html#top-nav-bar,"Qingdao ACE PLUS Sports Products Co., Ltd,Supplier",5.0,Ms. Wendy Wei,Sales,"Bldg30, Room 421, #89 Changcheng Rd, Chengyang District",266000,China,Shandong,Qingdao
5351,"Qingdao ACE PLUS Sports Products Co., Ltd",https://cnbenjin.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Pull Up Station, Yoga Hammock, Dance Pole, Parallel Bar, Nylon Hammock",https://cnbenjin.en.alibaba.com/company_profile.html#top-nav-bar,"Yongkang Luck Rich Industrial Co., Ltd.",,Ms. Zoey Zhang,,"Huajie Industrial Area,Yongkang,Jinhua,Zhejiang,China",321300,China,Zhejiang,Jinhua
5352,"Ningbo Time-Create Fitness Equipment Co., Ltd.",https://kettlebellchina.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Kettlebell, Dumbbell, Clubbell, Weight Stack, Die Casting Parts",https://kettlebellchina.en.alibaba.com/company_profile.html#top-nav-bar,Wu Lian Qiangjian Sports And Fitness Inc.,,Ms. Maggie Gu,Owner/Entrepreneur," room 812, Crystal business building C,HaiQu East Road#35.",276800,China,Shandong,Rizhao City
5353,"Shenzhen YAGO Technology Co., Ltd.",https://szyago.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Beer Wort and Wine Refractometer, Digital LCD PH Meters Soil, ATC PH meter, Soil pH Meter, Engine Fluid Glycol Antifreeze Freezing refractometer",https://szyago.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen YAGO Technology Co., Ltd.",4.6,Ms. JONE HU,Sales,"Room A302, No.303, Pingji Avenue, Pinghu, Longgang District, Shenzhen",518114,China,Guangdong,shenzhen
5354,"Shenzhen Watercubic Technology Co., Ltd.",https://watercubic.en.alibaba.com/contactinfo.html,Gold Supplier,3,"water bottle, household products, Toys, Electronic, Gift",https://watercubic.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Watercubic Technology Co., Ltd.",4.8,Mr. David Zhou,Sales,Yantian District,518000,China,Guangdong,Shenzhen
5355,Wincom Company Ltd.,https://chinawincom.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Centrifuge, Microscope, First-Aid Case, Electronic Balance, Magnetic Stirrer Hot Plate",https://chinawincom.en.alibaba.com/company_profile.html#top-nav-bar,Wincom Company Ltd.,4.6,,,,,,,
5356,"Shenzhen Longood Electronics Co., Ltd.",https://szlongood.en.alibaba.com/contactinfo.html,Gold Supplier,13,"USB endoscope camera, computer accessories, car accessories, digital products, accessories for iphone",https://szlongood.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Longood Electronics Co., Ltd.",5.0,Ms. Amy lee,Sales,"1326, Jiejia Mansion, No. 3037, Shennan Road, Futian District, Shenzhen City, Guangdong Province. China",518033,China,Guangdong,Shenzhen
5357,"Zhongshan Kangnuo Electronics Co., Ltd.",https://kangnuoscale.en.alibaba.com/contactinfo.html,Supplier,2,"Electric Scale (Bathroom Weighing Scale, Electronic Kitchen Scale, Body Fat Weighing Scale, Bluetooth Weighing Scale, Infant Weighing Scale)",https://kangnuoscale.en.alibaba.com/company_profile.html#top-nav-bar,"Zhongshan Kangnuo Electronics Co., Ltd.,Supplier",4.9,Mr. Sam Li,,Dongshengzhen Dongchenglu 9haozhi1,528400,China,Guangdong,Zhongshan
5358,"Shenzhen Glory Line Co., Ltd.",https://gloryline.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Measurement &amp; Analysis Instruments, Electrical Equipment &amp; Supplies, Electronic Components &amp; Supplies, Gifts &amp; Crafts, Home &amp; Garden",https://gloryline.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Glory Line Co., Ltd.",4.7,Mr. leo wang,Sales,buji,518000,China,Guangdong,shenzhen
5359,"Zhongshan Frecom Electronic Co., Ltd.",https://frecomscale.en.alibaba.com/contactinfo.html,Supplier,13,"Bluetooth Scale, Body Fat Scale, Bathroom Scale, Kitchen Scale, Baby Scale",https://frecomscale.en.alibaba.com/company_profile.html#top-nav-bar,"Zhongshan Frecom Electronic Co., Ltd.,Supplier",5.0,Ms. Rita Wang,Sales,"3/F,Building 1,No.13 Xiangfu Rd.,Torch Hi-tech Industrial Development Zone",528437,China,Guangdong,Zhongshan
5360,"Guangdong Newzeal Technology Co., Ltd.",https://newzealscale.en.alibaba.com/contactinfo.html,Gold Supplier,1,"bathroom scale, Bluetooth scale, Baby scale, Body fat scale, kitchen scale",https://newzealscale.en.alibaba.com/company_profile.html#top-nav-bar,"Guangdong Newzeal Technology Co., Ltd.",5.0,Ms. Julie.ZHOU zhou,Director/CEO/General Manager,"Room 201, 2/F, Building 1, No. 13, Xiangfu Rd., Xiaoyin Village, Torch Development Area",528400,China,Guangdong,Zhongshan
5361,"Shenzhen Dowdon Technology Co., Ltd.",https://cndowdon.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Mobile Phone Accessories, Consumer Electronic Products, Computer Accessories, Lights &amp; Lighting, Electrical Supplies",https://cndowdon.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Dowdon Technology Co., Ltd.",5.0,Mr. Roy Chen,Marketing,"Rm 901,4th Bld, SEG Industry Park, Huaqiang North Rd, Futian District",,China,Guangdong,Shenzhen
5362,Zhongshan White Bird Electronic Ltd.,https://whitebird.en.alibaba.com/contactinfo.html,Supplier,9,"Household Scale, Industrial Scale",https://whitebird.en.alibaba.com/company_profile.html#top-nav-bar,"Zhongshan White Bird Electronic Ltd.,Supplier",5.0,Ms. May Cai,Director/CEO/General Manager,"2F 4 Bldg. Xingda Jiahu industrial zone,Torch development district, Zhongshan",528437,China,Guangdong,Zhongshan
5363," Instrument Co., Ltd.",https://compostech.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Touch POS terminal, Thermal receipt printer, Barcode scanner, Cash drawer, MSR",https://compostech.en.alibaba.com/company_profile.html#top-nav-bar,"SZ Expo Hong ComPOS Co., Ltd.",4.8,Ms. Carmon Duan,Director/CEO/General Manager,"2B 200,  Bantian Hi-tech Industry Park, Longgang",518110,China,Guangdong,Shenzhen
5364,"SZ Expo Hong ComPOS Co., Ltd.",https://baistel.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Digital scale, Weighing Scale, Pedometer, digtal thermometer, clock",https://baistel.en.alibaba.com/company_profile.html#top-nav-bar,"Dongguan Baistel Electronic Co., Ltd.",4.8,Ms. Heidi Chan,Director/CEO/General Manager,"RM418,Huahe Bluiding,center road of dongcheng",,China,Guangdong,Dongguan
5365,"Zhejiang Tiansheng Electronic Co., Ltd.",https://hexiedz.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Banana Connector, Extension Wire, Silicone Wire, Charge Lead, Hardware Plug",https://hexiedz.en.alibaba.com/company_profile.html#top-nav-bar,"Dongguan Hexie New Energy Technology Co., Ltd.",5.0,Mr. Manguo He,,"No.2,Xin shapu sifang lndustrial Zone,huaide village,Humen Town,Dongguan City,Guangdong Province,China",523926,China,Guangdong,Dongguan city
5366,"Dongguan Hexie New Energy Technology Co., Ltd.",https://gdxinyu.en.alibaba.com/contactinfo.html,Supplier,2,"Electronic Scale, Blood Pressure Monitor",https://gdxinyu.en.alibaba.com/company_profile.html#top-nav-bar,"Xinyu Electronic Co., Limited,Supplier",5.0,Ms. Rita LONG,Sales,"Number 42, CuiCheng Road, Cuiheng New District, Zhongshan,Guangdong, PRC",528888,China,Guangdong,Zhongshan
5367,WANT ,https://meihuatradecn.en.alibaba.com/contactinfo.html,Supplier,3,"Laboratory Equipment, Biological Safety Cabinet, Fume Hood, Laminar Flow Cabinet, Autoclave, Freezer and Refrigerator",https://meihuatradecn.en.alibaba.com/company_profile.html#top-nav-bar,"Biobase Meihua Trading Co., Ltd.,Supplier",4.9,Mr. Robert Wang,,No. 51 South Gongye Road,250101,China,Shandong,Jinan
5368," Instrument Co., Ltd.",https://hk-kingstar.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Baby Care, coffee grinder, salt and pepper grinder, kitchenware, Body Scale",https://hk-kingstar.en.alibaba.com/company_profile.html#top-nav-bar,"Guangdong Kingstar Industrial Co., Ltd.",4.7,Ms. Winnie Peng,Director/CEO/General Manager,"No.20, Hengchang West Road.",516002,China,Guangdong,Yangjiang
5369,"Zhengzhou Nanbei Instrument Equipment Co., Ltd.",https://weihuameter.en.alibaba.com/contactinfo.html,Gold Supplier,14,"Multi-Meter, Clamp Meter, Infrared Thermometer, Metal Detector, Environment Tester",https://weihuameter.en.alibaba.com/company_profile.html#top-nav-bar,"Zhangzhou Weihua Electronic Co., Ltd.",5.0,Ms. Cicil hu,Sales,"Beidou Industrial Park, Jinfeng Industrial Zone, Zhangzhou City, Fujian Province. China",363000,China,Fujian,Zhangzhou
5370,Yongkang City Huaxi ,https://sunny-electronic.en.alibaba.com/contactinfo.html,Gold Supplier,14,"LCD Clock, Electronic Scale, Car Series Clock, Timer",https://sunny-electronic.en.alibaba.com/company_profile.html#top-nav-bar,"Fuzhou Sunny Electronic Co., Ltd.",,Ms. Sunny Wu,,"Bldg52,Juyuan Industrial Area,618 Jianshan Road,Fuzhou,Fujian,China",350008,China,Fujian,Fuzhou
5371,"Zhongshan Frecom Electronic Co., Ltd.",https://toyecn.en.alibaba.com/contactinfo.html,Gold Supplier,7,"digital bathroom Scale, Digital Kitchen Scale, Digital luggage scale, Weighing scale, Body fat scale",https://toyecn.en.alibaba.com/company_profile.html#top-nav-bar,"Wuyi Toye Electronic Co., Ltd.",0.0,Mr. Michael Xu,Sales,Baiyang Street,321200,China,Zhejiang,Jinhua
5372,Yuyao Jinnuo ,https://yoke-fac.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Spectrophotometer, Analytical Balance, Moisture Analyzer, PH Meter, Conductivity Meter",https://yoke-fac.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Yoke Instrument Co., Ltd.",4.4,Ms. Echo Chan,Sales,"No.22, Lane 5018, Shangnan road, Pudong ",200124,China,Shanghai,shanghai
5373,"Wuyi Toye Electronic Co., Ltd.",https://messi-scale.en.alibaba.com/contactinfo.html,Supplier,6,"Electronic price computing scale, Electronic platform scale (only export)",https://messi-scale.en.alibaba.com/company_profile.html#top-nav-bar,"Yongkang Yongzhou Weighing Apparatus Co., Ltd.,Supplier",,Ms. Nancy Sang,Sales,"NO.17 Yongzhou South Road,Shihou Production Base",321306,China,Zhejiang,YongKang
5374,"Shanghai Yoke Instrument Co., Ltd.",https://ykzhengya.en.alibaba.com/contactinfo.html,Gold Supplier,10,"Scale, kitchen Scale, Hanging Scale, weighing Scale, spring Scale",https://ykzhengya.en.alibaba.com/company_profile.html#top-nav-bar,Yongkang Zhengya Weighing Apparatus Factory,0.0,Ms. sally ma,Director/CEO/General Manager,HuKu industry zone Gushan Town,321300,China,Zhejiang,yongkang
5375,Great Space Enterprise Ltd.,https://truckpartschina.en.alibaba.com/contactinfo.html,Gold Supplier,9,"hino truck parts, mitsubishi fuso truck parts, mitsubishi truck parts, isuzu truck parts, nissan truck parts",https://truckpartschina.en.alibaba.com/company_profile.html#top-nav-bar,,,Mr. Xiao Yan Lu,Sales,"Room 202,2 Floor,H building,Jintai Creative Park,No.28 Helong Road,Jiahe Street,Baiyun District,Guangzhou,China",510440,China,Guangdong,Guangzhou
5376,"Jining Yanzhou Howo Trading Co., Ltd.",https://jnhowo.en.alibaba.com/contactinfo.html,Gold Supplier,6,"HOWO parts, truck parts, SHACMAN parts, heavy duty truck parts, fittings",https://jnhowo.en.alibaba.com/company_profile.html#top-nav-bar,,,Mr. Eric Bai,Sales,Yaoshanwanglu Industrial Park,250000,China,Shandong,Jinan
5377,"Foshan Yicheng Auto Parts Co., Ltd.",https://fsycqp.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Engine parts, Gearbox parts, Cab parts, Reducer parts, Car frame",https://fsycqp.en.alibaba.com/company_profile.html#top-nav-bar,"Foshan Yicheng Auto Parts Co., Ltd.",5.0,Mr. Huan Cao,Director/CEO/General Manager,"No. 1, Dali town industrial avenue, Nanhai district",528231,China,Guangdong,Foshan
5378,"Ningbo Dawei Automotive Parts Co., Ltd.",https://daweiparts.en.alibaba.com/contactinfo.html,Gold Supplier,1,"auto parts, truck parts, casting parts, cnc parts, rubber parts",https://daweiparts.en.alibaba.com/company_profile.html#top-nav-bar,"Ningbo Dawei Automotive Parts Co., Ltd.",4.5,Mr. Jason chen,Director/CEO/General Manager,"Jingting Industrial Zone, Jiangshang Town,yinzhou District",,China,Zhejiang,ningbo
5379,Chengdu Xiling Power Science & Technology Incorporated Company,https://xlpower.en.alibaba.com/contactinfo.html,Supplier,1,"Camshaft, Connecting Rod, Pulley",https://xlpower.en.alibaba.com/company_profile.html#top-nav-bar,"Chengdu Xiling Power Science & Technology Incorporated Company,Supplier",,,,,,China,,
5380,"Jinan Zhengcheng Xinda Auto Parts Co., Ltd.",https://zhengchengxinda.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Auto parts, HOWO parts, SHACMAN parts, SINOTRUK truck parts, Other truck parts",https://zhengchengxinda.en.alibaba.com/company_profile.html#top-nav-bar,"Jinan Zhengcheng Xinda Auto Parts Co., Ltd.",,,,,,China,,
5381,"Hebei Haolu Auto Parts Co., Ltd.",https://hbhaolu.en.alibaba.com/contactinfo.html,Gold Supplier,5,"fuel injector, oxygen sensor, stepper motor, Great wall parts, ZX Grandtiger parts",https://hbhaolu.en.alibaba.com/company_profile.html#top-nav-bar,"Hebei Haolu Auto Parts Co., Ltd.",4.5,Ms. Annie Kang,Sales,Jianhua Street,050000,China,Hebei,Shijiazhuang
5382,"Jinan Huawo Heavy Duty Truck Trade Co., Ltd.",https://zqjn.en.alibaba.com/contactinfo.html,Supplier,12,"Trucks(Dump Truck, Tractor Truck, Semi Trailer, Mining Truck, Light Truck, Oil Tank Truck, Mixer Truck), Sinotruck Spare Parts",https://zqjn.en.alibaba.com/company_profile.html#top-nav-bar,"Jinan Huawo Heavy Duty Truck Trade Co., Ltd.,Supplier",5.0,Ms. Silviya Liu,Sales,Tian Qiao Industrial District No.10 the 1st Region Jinan China ,250031,China,Shandong,Jinan
5383,"Henan Okay Plastic Industry Co., Ltd.",https://hdpe.en.alibaba.com/contactinfo.html,Gold Supplier,6,"UHMWPE sheet, PE Cutting board, ground protection mat, uhmwpe fender, uhmwpe conveyor roller",https://hdpe.en.alibaba.com/company_profile.html#top-nav-bar,"Henan Okay Plastic Industry Co., Ltd.",5.0,Ms. Sophia Shan,Sales,"Tengfei Avenue,Yigou Town, Tangyin County",456150,China,Henan,Anyang
5384,"Shandong Juyesteel Technology Co., Ltd.",https://juyesteel.en.alibaba.com/contactinfo.html,Gold Supplier,3,"galvanized steel coil, ppgi, ppgl, galvalume steel coil, cold steel",https://juyesteel.en.alibaba.com/company_profile.html#top-nav-bar,"Shandong Juyesteel Technology Co., Ltd.",5.0,Ms. Jessie Zhang,Sales,"Taishan Steel Market, Daiyue Dist",271000,China,Shandong,Taian
5385,"Shanghai VECS New Material Technology Co., Ltd.",https://shvecs.en.alibaba.com/contactinfo.html,Gold Supplier,1,"PVC Foam Board, KT Foam Board, Heat Transfer Vinyl, PVC Flex banner, Self adhesive Vinyl",https://shvecs.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai VECS New Material Technology Co., Ltd.",,Mr. VECS Li,Sales,"Rm712,No.2,Lane 1518,Rd JinShaJiang,PuTuo District,Shanghai",200333,China,Shanghai,Shanghai
5386,"Dalian Mesco Steel Co., Ltd.",https://dlmescosteel.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Steel Coils (Pre-painted Galvanized Steel Coils, Galvanized Steel Coils, Galvalume Steel Coils, Pre-painted Galvalume Steel Coils, Cold Rolled Steel Coils)",https://dlmescosteel.en.alibaba.com/company_profile.html#top-nav-bar,,,Mr. Max Wang,Director/CEO/General Manager,"International Business Building , Free trade Zone",116000,China,Liaoning,DaLian
5387,"Duicheng Industrial Technology (Tianjin) Inc., Co.",https://dcmetal.en.alibaba.com/contactinfo.html,Supplier,7,"Corrugated Steel Roofing Sheet, PPGI Coil, Galvanized Steel Coil, Galvalume Steel Coil, Steel Tube",https://dcmetal.en.alibaba.com/company_profile.html#top-nav-bar,"Duicheng Industrial Technology (Tianjin) Inc., Co.,Supplier",5.0,Mr. Tommy Wong,Director/CEO/General Manager,"4-2 Tianze Garden, Bandaolanwan Community, Youyi South Road, Hexi District, Tianjin City",300210,China,Tianjin,Tianjin
5388,"Foshan Olymdeco Decorative Material Co., Ltd.",https://olymdeco.en.alibaba.com/contactinfo.html,Gold Supplier,10,"PVC Film, edge banding, screw cover, PVC edge banding, PET Film",https://olymdeco.en.alibaba.com/company_profile.html#top-nav-bar,"Foshan Olymdeco Decorative Material Co., Ltd.",,Ms. WeiQiang Lin,Sales,"Muyuan Industry Park, Shishan, Naihai District",528225,China,Guangdong,Foshan
5389,"Tianjin Pengbo Weiye Steel Sales Co., Ltd.",https://pbchinasteel.en.alibaba.com/contactinfo.html,Gold Supplier,4,Carbon Steel/Stainless Steel/Aluminum/Copper Products,https://pbchinasteel.en.alibaba.com/company_profile.html#top-nav-bar,"Tianjin Pengbo Weiye Steel Sales Co., Ltd.",5.0,Ms. Amy Yan,Sales,"Room801/901-1-4#, Shuangjiang Road, Beichen District, Tianjin City, China",300400,China,Tianjin,Tianjin
5390," Co., Ltd.",https://amason.en.alibaba.com/contactinfo.html,Gold Supplier,8,"sport shoes, Casual shoes, Canvas shoes, Beach sandal",https://amason.en.alibaba.com/company_profile.html#top-nav-bar,"Jinjiang Amason Sports Co., Ltd.",0.0,Mr. Charlie Tian,Director/CEO/General Manager,"Gouxi Industry Area, Chendai",362200,China,Fujian,Jinjiang
5391,"Ningbo So-Show International Trading Co., Ltd.",https://hongdabusiness.en.alibaba.com/contactinfo.html,Gold Supplier,7,"casual shoes, vulcanized shoes, sport shoes, slippers&amp;sandals, children shoes",https://hongdabusiness.en.alibaba.com/company_profile.html#top-nav-bar,"Quanzhou Hongda Business Co., Ltd.",5.0,Ms. Julia Chen,Sales,Quanzhou city ,362000,China,Fujian,Quanzhou
5392,"Quanzhou Hongda Business Co., Ltd.",https://vstarshoe.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Sport shoes, Skate shoes, casual shoes, Brand shoes, sneakers",https://vstarshoe.en.alibaba.com/company_profile.html#top-nav-bar,,,Ms. Daisy Vstar,,yangguang street,071600,China,Hebei,baoding
5393,Anxin Yangmengzhuang Wuxing ,https://nanhuaxiesu.en.alibaba.com/contactinfo.html,Gold Supplier,11,"clogs, slippers, sports shoes, casual shoes",https://nanhuaxiesu.en.alibaba.com/company_profile.html#top-nav-bar,,,,,,,,,
5394, Factory,https://bddonghui.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Running Shoes, Basketball Shoes, Formal Shoes, Skateboard Shoes, Hiking Shoes",https://bddonghui.en.alibaba.com/company_profile.html#top-nav-bar,Baoding Donghui Shoes Sales Center,,Ms. Shara Gao,Sales,Lekai South Street,071000,China,Hebei,Baoding
5395,"Changzhou Trotter Electricity Machinery Co., Ltd.",https://cn-changchai.en.alibaba.com/contactinfo.html,Gold Supplier,13,"QD-006 Mountain E-bike, Butterfly Mountain E-bike, QD-007 Chopper E-bike, 26' Foldable E-bike, Electric Bicycle Kit",https://cn-changchai.en.alibaba.com/company_profile.html#top-nav-bar,"Changzhou Trotter Electricity Machinery Co., Ltd.",3.0,Ms. Max Miao,Sales,"No.128, West Hanjiang road ,New Area,",213000,China,Jiangsu,Changzhou
5396,"Hopthink (Shenzhen) Industry Co., Ltd.",https://hopthink.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Electric Scooter, Electric Skateboard, Hoverboard, electric bike",https://hopthink.en.alibaba.com/company_profile.html#top-nav-bar,"Hopthink (Shenzhen) Industry Co., Ltd.",4.8,Ms. Echo Jiang,Sales,"A Area, 3/F, C3 Building, Fu Rong Gang Zai Industrial Park, Xinqiao, Shajing, Baoan District",,China,Guangdong,Shenzhen
5397,"Henan Robeta Import & Export Trade Co., Ltd.",https://robeta.en.alibaba.com/contactinfo.html,Supplier,7,"Electric Mini Car, Food Trailer, Food Truck, Agricultural Machinery, Golf Cart",https://robeta.en.alibaba.com/company_profile.html#top-nav-bar,"Henan Robeta Import & Export Trade Co., Ltd.,Supplier",4.0,Mr. Vincent Li,Director/CEO/General Manager,"NO.2 HANGHAIEAST ROAD,GUANCHENG DISTRICT,ZHENGZHOU,HENAN,CHINA",450000,China,Henan,zhengzhou
